source,title,company,location,date,link,description,responsibilities,requirements,skills,languages,experience_years,education_level,contract_type,seniority_level,job_category,detail_scrape_status
EmploiTunisie,ANGULAR Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,DevOps Engineer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,DOTNET Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,IOS Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,JAVA Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,JAVA JEE Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,JAVASCRIPT Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,KOTLIN Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,LARAVEL Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,NODE.JS Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,OBJECTIVE-C Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,PHP Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,PYTHON Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,QA Tester (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,REACT Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,RUBY ON RAILS Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,SWIFT Developer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,Test and Validation Engineer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,Test Automation Engineer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,UX / UI Designer (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,AWS Cloud Architect (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,AWS Solutions Architect (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,AZURE Solutions Architect (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
EmploiTunisie,Cloud Architect (M/F),None,None,None,https://www.emploitunisie.com/recruteur/98016,"AFRICASHORE Profil de lentreprise Entreprise : AFRICASHORE Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Intérim, recrutement Site Internet : https://www.africashore.com/ Description de l'entreprise AFRICASHORE is an IT offshoring platform connecting IT experts and freelancers based in Africa to companies in Africa, Europe, USA, Canada and UAE remotely. Our partners, IT services companies and large groups, trust us to find them the best offshore Africa-based IT freelance consultants. Our IT offshoring platform is present in 37 countries in Africa with a database of 230,000+ IT experts and freelancers classified into 303 IT specialties around 9 IT fields: Database Administration and NoSQL - Network and Telecom Security - ERP and Integrated Management Software - Big Data, Data Science and Business Intelligence (BI) - Programming, Development - IT Project Management - Consulting, Audit, Coaching and Training - Digital Marketing, SEO, Design and Multimedia - Production, Operations and Support. Freelancers, work remotely from Africa on IT projects around the world! Companies, outsource with AFRICASHORE your IT teams and projects offshore to Africa! For more information, please visit our website at https://www.africashore.com Nos offres d'emploi",,,"digital marketing, erp, project management, seo",,,,Freelance,,IT & Software,ok
