source,title,company,location,date,link,description,responsibilities,requirements,skills,languages,experience_years,education_level,contract_type,seniority_level,job_category,detail_scrape_status
EmploiTunisie,Coordinateur(trice) Douane Import  Export Transport H/F - Tunis Carthage,None,None,None,https://www.emploitunisie.com/recruteur/147138,"AGS CARTHAGO MOVING AND STORAGE Profil de lentreprise Entreprise : AGS CARTHAGO MOVING AND STORAGE Ville : Tunis Pays : Tunisie Secteur dactivité : Import, export - Transports, logistique, services postaux Site Internet : https://www.ags-demenagement.com/ Description de l'entreprise AGS Déménagement Internationaux recrute en Tunisie ! Vous recherchez un nouveau défi professionnel ? Rejoignez notre agence en pleine expansion et participez à son développement. AGS est une entreprise renommée spécialisée dans les services de déménagement et de relocation. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Kinésithérapeute - Sfax,None,None,None,https://www.emploitunisie.com/recruteur/304595,"NATURAL CARE CENTER Profil de lentreprise Entreprise : NATURAL CARE CENTER Ville : Sfax Pays : Tunisie Secteur dactivité : Luxe, cosmétiques Site Internet : non disponible Description de l'entreprise Natural care center est un centre de bien être , remise forme et soi de la peau pour hommes et femmes. situé a sfax au centre ville Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Réceptionniste (Maison Dhôtes) - Hammam Sousse,None,None,None,https://www.emploitunisie.com/recruteur/308436,"VIP HOUSE RESIDENCE Profil de lentreprise Entreprise : VIP HOUSE RESIDENCE Ville : Sousse Pays : Tunisie Secteur dactivité : Hôtellerie, restauration Site Internet : non disponible Description de l'entreprise VIP House Résidence est un établissement moderne et convivial offrant des logements confortables et des services de qualité. Notre mission est de garantir à chaque client une expérience unique, basée sur laccueil, le professionnalisme et la satisfaction. Travailler chez VIP House Résidence, cest rejoindre une équipe dynamique et passionnée, où chaque collaborateur joue un rôle clé dans le succès de lentreprise. Nous valorisons : Lesprit déquipe et la collaboration Le sens du service et de lhospitalité Le professionnalisme et la rigueur Lenvie dévoluer et de progresser avec nous Nos offres d'emploi",,,teamwork,,,,,,IT & Software,ok
EmploiTunisie,Technicien Génie Civil - Sfax,None,None,None,https://www.emploitunisie.com/recruteur/383219,"ENTREPRISE JAMEL SOUISSI Profil de lentreprise Entreprise : ENTREPRISE JAMEL SOUISSI Ville : sfax Pays : Tunisie Secteur dactivité : BTP, construction Site Internet : non disponible Description de l'entreprise Entreprise Jamel Souissi construction métallique et Génie civil Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Chargée de Service Client  E-commerce - Sousse,None,None,None,https://www.emploitunisie.com/recruteur/383279,"GOBIG Profil de lentreprise Entreprise : GOBIG Ville : Sousse Pays : Tunisie Secteur dactivité : Distribution, vente, commerce de gros - Marketing, communication, médias Site Internet : http://www.gobig.tn Description de l'entreprise Gobig est une entreprise dynamique opérant dans le secteur du e-commerce en Tunisie, spécialisée dans la vente en ligne et lamélioration de lexpérience client digitale. Nos offres d'emploi",,,communication,,,,,,IT & Software,ok
EmploiTunisie,Ingénieur Informatique H/F - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/27127,"SAAMP Profil de lentreprise Entreprise : SAAMP Ville : Aubagne Pays : France Secteur dactivité : Métallurgie, sidérurgie Site Internet : http://www.saamp.com Description de l'entreprise SAAMP SAAMP spécialiste en métaux precieux. DIVISIONS Les activités de SAAMP sont organisées en 5 divisions : affinage, bijouterie, gestion métal, analyse et contrôle, traitement de surface. PRODUITS Les produits : alliages, demi-produits, apprêts de bijouterie, lingots, galvanoplastie. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Comptable H/F - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/27127,"SAAMP Profil de lentreprise Entreprise : SAAMP Ville : Aubagne Pays : France Secteur dactivité : Métallurgie, sidérurgie Site Internet : http://www.saamp.com Description de l'entreprise SAAMP SAAMP spécialiste en métaux precieux. DIVISIONS Les activités de SAAMP sont organisées en 5 divisions : affinage, bijouterie, gestion métal, analyse et contrôle, traitement de surface. PRODUITS Les produits : alliages, demi-produits, apprêts de bijouterie, lingots, galvanoplastie. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Directeur de Développement Commercial H/F - Tunisie,None,None,None,https://www.emploitunisie.com/recruteur/27127,"SAAMP Profil de lentreprise Entreprise : SAAMP Ville : Aubagne Pays : France Secteur dactivité : Métallurgie, sidérurgie Site Internet : http://www.saamp.com Description de l'entreprise SAAMP SAAMP spécialiste en métaux precieux. DIVISIONS Les activités de SAAMP sont organisées en 5 divisions : affinage, bijouterie, gestion métal, analyse et contrôle, traitement de surface. PRODUITS Les produits : alliages, demi-produits, apprêts de bijouterie, lingots, galvanoplastie. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Ingénieur Commercial(e) - Sfax,None,None,None,https://www.emploitunisie.com/recruteur/127125,"MYPARTNER-ISC Profil de lentreprise Entreprise : MYPARTNER-ISC Ville : Sfax Pays : Tunisie Secteur dactivité : Ingénierie, études développement Site Internet : non disponible Description de l'entreprise Cise en Tunisie, la société MyPartner ISC est principalement un éditeur de logiciels dédiés pour le compte de nos clients à l'échelle nationale et internationale. Les activités de MyPartner isc : Edition logiciel Développement spécifique de logiciels : Concevoir des solutions qui répondent pleinement à vos besoins spécifiques et à vos attentes. Pilotage des projets de transformation digitale. Développement d'applications mobiles. Les services de consulting et accompagnement dans vos projets de mise en place de vos systèmes d'informations. Notre objectif est d'amener vos projets au succès en mettant à profit notre savoir-faire et notre expérience. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Media Buyer Junior - Centre Urbain Nord,None,None,None,https://www.emploitunisie.com/recruteur/96164,"EMINENCE TUNISIE Profil de lentreprise Entreprise : EMINENCE TUNISIE Ville : centre urbain nord Pays : Tunisie Secteur dactivité : Marketing, communication, médias Site Internet : https://eminence.tn/ Description de l'entreprise Eminence est une agence de marketing suisse spécialisée en marketing digital, basée à Tunis. Nous sommes spécialisés dans lélaboration de stratégies de marketing digital pour les marques, dans le développement de leurs plateformes web, la génération de trafic et de leads et dans la mise en place de stratégie de conversion et de fidélisation de leurs cibles. Nos offres d'emploi",,,"communication, digital marketing",,,,,Senior,IT & Software,ok
EmploiTunisie,Technicien Développement Lavage Textile - Touza,None,None,None,https://www.emploitunisie.com/recruteur/383180,"YOUSSTEX INTERNATIONAL & WASH Profil de lentreprise Entreprise : YOUSSTEX INTERNATIONAL & WASH Ville : Touza Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres - Textile, habillement, cuir, chaussures Site Internet : https://yousstex.com Description de l'entreprise Lentreprise Yousstex International est une usine textile située à Touza, dans le gouvernorat de Monastir, spécialisée dans la confection et lavage de vêtements, notamment les jeans. La production couvre la coupe, confection, broderie, lavage, teinture et finition Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Technicien Help Desk - Sousse,None,None,None,https://www.emploitunisie.com/recruteur/243926,"ALTRA CALL Profil de lentreprise Entreprise : ALTRA CALL Ville : Sousse Pays : Tunisie Secteur dactivité : Centres dappel, hotline, call center - Conseil, audit, comptabilité - Informatique, SSII, Internet - Marketing, communication, médias - Services autres Site Internet : https://altra-call.com/ Description de l'entreprise ALTRACALL est une société de services à la pointe de la technologie, spécialisée dans lengagement des clients et lamélioration des performances commerciales. Chez ALTRACALL, nous offrons une expérience exceptionnelle à chaque contact, grâce à nos valeurs : engagement, passion et dévouement à lexcellence, créant ainsi plus de valeur ajoutée pour nos collaborateurs, nos clients, notre marché et nos actionnaires. Nos offres d'emploi",,,communication,,,,,,IT & Software,ok
EmploiTunisie,Comptable (Comptabilité Française) - Sousse,None,None,None,https://www.emploitunisie.com/recruteur/243926,"ALTRA CALL Profil de lentreprise Entreprise : ALTRA CALL Ville : Sousse Pays : Tunisie Secteur dactivité : Centres dappel, hotline, call center - Conseil, audit, comptabilité - Informatique, SSII, Internet - Marketing, communication, médias - Services autres Site Internet : https://altra-call.com/ Description de l'entreprise ALTRACALL est une société de services à la pointe de la technologie, spécialisée dans lengagement des clients et lamélioration des performances commerciales. Chez ALTRACALL, nous offrons une expérience exceptionnelle à chaque contact, grâce à nos valeurs : engagement, passion et dévouement à lexcellence, créant ainsi plus de valeur ajoutée pour nos collaborateurs, nos clients, notre marché et nos actionnaires. Nos offres d'emploi",,,communication,,,,,,IT & Software,ok
EmploiTunisie,Agent de Payment - Ariana,None,None,None,https://www.emploitunisie.com/recruteur/384393,"IZI ZITOUNA PAYMENT Profil de lentreprise Entreprise : IZI ZITOUNA PAYMENT Ville : Ariana Pays : Tunisie Secteur dactivité : Banque, assurance, finances Site Internet : non disponible Description de l'entreprise Agence de paiement. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Chef de Projet - Ariana Ville,None,None,None,https://www.emploitunisie.com/recruteur/384398,"CELLCOM Profil de lentreprise Entreprise : CELLCOM Ville : Ariana Ville Pays : Tunisie Secteur dactivité : Distribution, vente, commerce de gros Site Internet : non disponible Description de l'entreprise Acteur clé du secteur de la téléphonie mobile depuis sa création en 1997 et distributeur des produits de Tunisie Telecom depuis 2007, Cellcom, avec sa marque Evertek, est le 3 distributeur GSM en Tunisie. Cellcom bénéficie dune forte présence sur le marché tunisien grâce à un réseau de distribution de plus de 1 000 points de vente. En 2018, Cellcom a obtenu lexclusivité de la distribution de la marque INFINIX en Tunisie, suivie des marques Neffos et ITEL en 2019. Aujourdhui, Cellcom étend son domaine dexpertise aux services à valeur ajoutée via son partenaire CHIFCO, spécialisé en IoT, apprentissage automatique, Big Data et Business Intelligence. Nos offres d'emploi",,,machine learning,,,,,,IT & Software,ok
EmploiTunisie,Responsable Maintenance - Ariana,None,None,None,https://www.emploitunisie.com/recruteur/90483,"GRAPHIKA Profil de lentreprise Entreprise : GRAPHIKA Ville : ARIANA Pays : Tunisie Secteur dactivité : Édition, imprimerie Site Internet : http://www.graphika.tn/ Description de l'entreprise GRAPHIKA ! est une imprimerie créée en 1996, spécialisé dans l'imprimé en continu et l'impression des étiquettes autocollantes adhésives depuis 2009. En effet, dans le cadre de sa stratégie de développement, elle a intégré une unité complète dimpression à technologie offset Ultra Violet et de finition détiquettes adhésives en bobine de très haute qualité. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Aide Administrative - Ariana,None,None,None,https://www.emploitunisie.com/recruteur/384435,"SCOOP ENERGIE Profil de lentreprise Entreprise : SCOOP ENERGIE Ville : Ariana Ville Pays : Tunisie Secteur dactivité : Electricité, eau, gaz, nucléaire, énergie Site Internet : https://www.scoop-energie.tn/ Description de l'entreprise SCOOP ÉNERGIE est une entreprise spécialisée dans linstallation de systèmes photovoltaïques, offrant des solutions énergétiques durables et adaptées aux besoins des particuliers et des professionnels. Nous accompagnons nos clients à chaque étape de leur projet solaire, de létude à la mise en service, avec un engagement fort envers la qualité et lefficacité énergétique. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Réceptionniste - Monastir,None,None,None,https://www.emploitunisie.com/recruteur/369446,"CLINIQUE EL HABIB Profil de lentreprise Entreprise : CLINIQUE EL HABIB Ville : Monastir Pays : Tunisie Secteur dactivité : Santé, pharmacie, hôpitaux, équipements médicaux Site Internet : http://www.cliniquelhabib.com Description de l'entreprise Clinique Pluridisciplinaire Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Pharmacienne - Ariana,None,None,None,https://www.emploitunisie.com/recruteur/384547,"MEDPHARMA Profil de lentreprise Entreprise : MEDPHARMA Ville : Ariana Pays : Tunisie Secteur dactivité : Distribution, vente, commerce de gros Site Internet : non disponible Description de l'entreprise Medpharma est une société spécialisé dans les fournitures médicales en Tunisie. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Technicien Confirmé en Sécurité Électronique - Ariana,None,None,None,https://www.emploitunisie.com/recruteur/384589,"KEYSOFT SARL TUNISIE Profil de lentreprise Entreprise : KEYSOFT SARL TUNISIE Ville : Ariana Pays : Tunisie Secteur dactivité : Equip. électriques, électroniques, optiques, précision - Maintenance, entretien, service après vente - Télécom Site Internet : non disponible Description de l'entreprise La société  KEYSOFT , crée en 2005, est linstallateur de grandes marques européennes de sécurité tel que : Automatic Systems, AV MEKANIEK, MAKIM, NEDAP, HID Corporation, DINEC, ELKRON, IDEMIA, SUPREMA . Keysoft est aussi un intégrateur des solutions de sécurité. KEYSOFT est spécialiste dans létude, la distribution, linstallation et la maintenance des systèmes de sécurité suivants : Les systèmes de sécurité anti-intrusion. Les systèmes de pointage biométrique et à cartes de proximité. Les systèmes de protection contre les incendies. Les systèmes de vidéosurveillance. Les réseaux informatiques. Les systèmes du contrôle et de gestion des accès piétons et véhicules. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Technicien Supérieur en Génie Civil - Montplaisir,None,None,None,https://www.emploitunisie.com/recruteur/384621,"MEDIS INGENIERIE Profil de lentreprise Entreprise : MEDIS INGENIERIE Ville : Montplaisir Pays : Tunisie Secteur dactivité : BTP, construction - Immobilier, architecture, urbanisme - Ingénierie, études développement Site Internet : non disponible Description de l'entreprise Bureau d'études techniques en Génie Civil Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Stagiaire Designer Graphique (H/F) - Monastir,None,None,None,https://www.emploitunisie.com/recruteur/302269,"CLEVERTECH Profil de lentreprise Entreprise : CLEVERTECH Ville : Tunis Pays : Tunisie Secteur dactivité : Télécom Site Internet : https://www.clevertech-france.fr/ Description de l'entreprise CleverTech est une société de conseil et un éditeur logiciel de nouvelle génération. Nous intervenons auprès de nos clients et répondons à leurs besoins afin de réaliser leurs projets en utilisant les technologies de pointe. Nous cherchons des personnalités passionnées qui nous ressemblent ! Dans un environnement convivial et chaleureux, venez révéler vos talents ! Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Stagiaire Business Developer (H/F) - Monastir,None,None,None,https://www.emploitunisie.com/recruteur/302269,"CLEVERTECH Profil de lentreprise Entreprise : CLEVERTECH Ville : Tunis Pays : Tunisie Secteur dactivité : Télécom Site Internet : https://www.clevertech-france.fr/ Description de l'entreprise CleverTech est une société de conseil et un éditeur logiciel de nouvelle génération. Nous intervenons auprès de nos clients et répondons à leurs besoins afin de réaliser leurs projets en utilisant les technologies de pointe. Nous cherchons des personnalités passionnées qui nous ressemblent ! Dans un environnement convivial et chaleureux, venez révéler vos talents ! Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Responsable Administratif et Financier - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/384905,"SEMAPSOLAR Profil de lentreprise Entreprise : SEMAPSOLAR Ville : Tunis Pays : Tunisie Secteur dactivité : Ingénierie, études développement Site Internet : http://semapsolar.tn Description de l'entreprise La société SEMAPSOLAR est une filiale de la société SEMAP. Elle opère principalement dans le secteur de lénergie renouvelable, depuis 2016 dans le cadre du PST' plan solaire tunisien. Elle et est agréée par lANME pour la réalisation des installations photovoltaïques raccordée au réseau électrique national. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Assistante Administrative et Commerciale - Ariana,None,None,None,https://www.emploitunisie.com/recruteur/385068,"OBO SMART TEQ Profil de lentreprise Entreprise : OBO SMART TEQ Ville : Ariana Pays : Tunisie Secteur dactivité : Distribution, vente, commerce de gros Site Internet : non disponible Description de l'entreprise OBO Smart TEQ est un spécialiste en vente, installation de portes automatiques et contrôle d'accès, distributeur officiel de la marque italienne GI:BI:DI AUTOMATION et propose des solutions complètes pour garages , portails et contrôle d'accès Nos offres d'emploi",,,,italian,,,,,IT & Software,ok
EmploiTunisie,Aide Magasinier - Ben Arous,None,None,None,https://www.emploitunisie.com/recruteur/385097,"REGULATION RESISTANCE ELECTRIQUE 2RE Profil de lentreprise Entreprise : REGULATION RESISTANCE ELECTRIQUE 2RE Ville : Ben Arous Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres Site Internet : http://WWW.2RE.COM.TN Description de l'entreprise Fondée depuis 2005 , la société RÉGULATION RÉSISTANCE ELECTRIQUE  2RE  , spécialisée dans la fabrication et la commercialisation des résistances électriques chauffantes à usage industriel ainsi quune large gamme des accessoires haute température. 2RE assure aussi la distribution des composantes en carbone et graphite (MERSIN FRANCE ex : Carbone Loraine France), des produits étanchéité et des pièces de rechange des matériels industriels des moules (éjecteurs, ressorts ) 2RE privilégie toujours le cadre de partenariat technique et commerciale avec ses clients par une fabrication et solution sur mesure. 2RE conçoit et adopte ses produits aux spécifications de chacun de ses clients afin de leurs garantir le meilleur service, la bonne qualité, délai respecté et prix hautement étudié. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Sales Development Representative (SDR) - Mégrine,None,None,None,https://www.emploitunisie.com/recruteur/240126,"SGH MEDICAL PHARMA TUNISIE Profil de lentreprise Entreprise : SGH MEDICAL PHARMA TUNISIE Ville : Megrine Pays : Tunisie Secteur dactivité : Industrie pharmaceutique - Industrie, production, fabrication, autres - Santé, pharmacie, hôpitaux, équipements médicaux - Services autres Site Internet : https://www.sgh-medical.com/ Description de l'entreprise Le groupe SGH Medical Pharma (Stiplastics, Rovipharm, Eskiss, SGH Tunisie) est un leader Européen du dispositif médical et de ladministration du médicament. Fort de récents développements majeurs dans le domaine du Diagnostic In Vitro, lauréat du plan de relance  modernisation de lindustrie , notre groupe continue de grandir et se structurer. Le groupe SGH Medical Pharma propose aujourdhui une offre complète, de la production standard au développement spécifique, en passant par la sous-traitance médicale. Nos offres d'emploi",,,,,,,,Senior,IT & Software,ok
EmploiTunisie,Assistant(e) Administratif(ve) et Opérations - Centre Urbain Nord,None,None,None,https://www.emploitunisie.com/recruteur/96164,"EMINENCE TUNISIE Profil de lentreprise Entreprise : EMINENCE TUNISIE Ville : centre urbain nord Pays : Tunisie Secteur dactivité : Marketing, communication, médias Site Internet : https://eminence.tn/ Description de l'entreprise Eminence est une agence de marketing suisse spécialisée en marketing digital, basée à Tunis. Nous sommes spécialisés dans lélaboration de stratégies de marketing digital pour les marques, dans le développement de leurs plateformes web, la génération de trafic et de leads et dans la mise en place de stratégie de conversion et de fidélisation de leurs cibles. Nos offres d'emploi",,,"communication, digital marketing",,,,,Senior,IT & Software,ok
EmploiTunisie,Assistante dAccueil - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/139068,"JUNIOR ROBOTICS Profil de lentreprise Entreprise : JUNIOR ROBOTICS Ville : Tunis Pays : Tunisie Secteur dactivité : Éducation, formation Site Internet : non disponible Description de l'entreprise Junior Robotics est une entreprise spécialisée dans le développement et l'enrichissement des programmes d'éducation STEAM (Science, Technologie, Ingénierie, Art et Mathématiques) destinés aux enfants âgés de 9 à 15 ans. Depuis 2018, nous proposons des formations continues adaptées à différents niveaux. Nous adoptons une approche d'apprentissage collaborative et interactive avec les élèves, en mettant l'accent sur le jeu et les échanges entre coachs et élèves, ainsi qu'entre les élèves eux-mêmes. Cela favorise le développement de la créativité, de la coopération et de la communication chez les enfants, à travers des activités collectives et ludiques. Nos offres d'emploi",,,communication,,9 à 15 ans,,,Junior,IT & Software,ok
EmploiTunisie,Formateur / Enseignant Freelance - Toute La Tunisie,None,None,None,https://www.emploitunisie.com/recruteur/384550,"TRAIN NETWORK Profil de lentreprise Entreprise : TRAIN NETWORK Ville : Tunis Pays : Tunisie Secteur dactivité : Éducation, formation Site Internet : https://train-network.com/ Description de l'entreprise TrainNetwork est une plateforme de mise en relation spécialisée dans lapprentissage et le partage des connaissances. Elle connecte formateurs, experts et passionnés avec des apprenants souhaitant développer leurs compétences et évoluer dans un environnement professionnel en constante évolution. Notre mission est de rendre la formation plus accessible, humaine et adaptée aux besoins du marché, en valorisant lexpertise et en facilitant laccès à des opportunités dapprentissage de qualité. TrainNetwork sinscrit dans une vision collaborative, favorisant un écosystème où les talents se rencontrent, les connaissances circulent et les opportunités se créent sans limites géographiques. TrainNetwork, cest un réseau dynamique de compétences et dopportunités au service de lapprentissage continu. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Masseuse - Hammamet,None,None,None,https://www.emploitunisie.com/recruteur/385462,RIVA SPA Profil de lentreprise Entreprise : RIVA SPA Ville : Hammamet Pays : Tunisie Secteur dactivité : Activités associatives Site Internet : non disponible Description de l'entreprise Centre de remise en forme SPA et Esthétique Hôtel RIVA Nos offres d'emploi,,,,,,,,,IT & Software,ok
EmploiTunisie,Superviseur de la Chaîne de Production Navale - Menzel Bourguiba,None,None,None,https://www.emploitunisie.com/recruteur/315717,"STGI-MARINE Profil de lentreprise Entreprise : STGI-MARINE Ville : Menzel bourguiba Pays : Tunisie Secteur dactivité : Aéronautique, navale Site Internet : non disponible Description de l'entreprise Depuis sa création au début des années 2000, le chantier naval STGi est spécialisé dans la conception et la construction composite. Historiquement constructeur de catamarans à voile pour Aventura Catamarans, STGi fabriquera de 2005 à 2017 des monocoques pour Kerkena Sailing avant de réaliser de 2007 à 2017 des vedettes type pêche/promenade pour Sterne Fish Motor Boats. Initialement installé à Tazarka près de Nabeul en Tunisie, c'est en 2014 que le chantier fera l'acquisition d'une nouvelle usine très moderne à Menzel Bourguiba près de Bizerte. En constante recherche dinnovations, Aventura Catamarans lancera en 2016 son premier modèle entièrement pensé moteur. Pour répondre à une forte hausse d'activité de la marque Aventura Catamarans, le chantier naval STGi choisira d'arrêter la construction des marques Kerkena Sailing et Sterne Fish Motor Boats pour se consacrer uniquement aux catamarans Aventura. Cest en 2017 que le chantier naval STGi annonce un renouvellement complet de la gamme Aventura Catamarans pour 2018. En collaboration avec Lasta Design Studios, Aventura Catamarans propose désormais les Aventura 34, 44, 10 et 14 Power. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Télé-Opérateur Réception dappel - Khzema,None,None,None,https://www.emploitunisie.com/recruteur/148801,"CALL IN CALL OUT Profil de lentreprise Entreprise : CALL IN CALL OUT Ville : Sousse Pays : Tunisie Secteur dactivité : Centres dappel, hotline, call center Site Internet : https://www.callincallout.be Description de l'entreprise CICO sarl est une entreprise de services à disposition des indépendants et des PME. Pour vous, nous gérons l'émission ou la réception de vos appels, la gestion de vos agendas, la gestion de la prise de commandes, le service technique de niveau 1 et la qualification de votre base de données. Nos offres d'emploi",,,,,,,Freelance,,IT & Software,ok
EmploiTunisie,"Responsable Commercial - Ariana, Soukra",None,None,None,https://www.emploitunisie.com/recruteur/385533,"ASTUCE DÉCO Profil de lentreprise Entreprise : ASTUCE DÉCO Ville : Ariana Pays : Tunisie Secteur dactivité : Ameublement, décoration Site Internet : https://www.astucedeco.com/ Description de l'entreprise Fabrication et vente de meuble haut de gamme en Tunisie Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Consultant(e) - Manouba,None,None,None,https://www.emploitunisie.com/recruteur/315599,"CO ACCESS DISTRIBUTION Profil de lentreprise Entreprise : CO ACCESS DISTRIBUTION Ville : Manouba Pays : Tunisie Secteur dactivité : Santé, pharmacie, hôpitaux, équipements médicaux Site Internet : non disponible Description de l'entreprise Importation et distribution produits dermo-cosmétiques. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Commercial - Ben Arous,None,None,None,https://www.emploitunisie.com/recruteur/385097,"REGULATION RESISTANCE ELECTRIQUE 2RE Profil de lentreprise Entreprise : REGULATION RESISTANCE ELECTRIQUE 2RE Ville : Ben Arous Pays : Tunisie Secteur dactivité : Industrie, production, fabrication, autres Site Internet : http://WWW.2RE.COM.TN Description de l'entreprise Fondée depuis 2005 , la société RÉGULATION RÉSISTANCE ELECTRIQUE  2RE  , spécialisée dans la fabrication et la commercialisation des résistances électriques chauffantes à usage industriel ainsi quune large gamme des accessoires haute température. 2RE assure aussi la distribution des composantes en carbone et graphite (MERSIN FRANCE ex : Carbone Loraine France), des produits étanchéité et des pièces de rechange des matériels industriels des moules (éjecteurs, ressorts ) 2RE privilégie toujours le cadre de partenariat technique et commerciale avec ses clients par une fabrication et solution sur mesure. 2RE conçoit et adopte ses produits aux spécifications de chacun de ses clients afin de leurs garantir le meilleur service, la bonne qualité, délai respecté et prix hautement étudié. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Comptable Expérimenté Consolidation - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/247354,"LIBRA TAX & ACCOUNTANCY Profil de lentreprise Entreprise : LIBRA TAX & ACCOUNTANCY Ville : Ans Pays : Belgique Secteur dactivité : Banque, assurance, finances - Conseil, audit, comptabilité - Services autres Site Internet : https://libra.be/ Description de l'entreprise LIBRA est un cabinet dexpertise comptable et fiscale de renom, réunissant une cinquantaine de professionnels passionnés et présents en Belgique ainsi quau Grand-Duché de Luxembourg. Notre mission principale est doffrir aux entreprises un accompagnement personnalisé, couvrant un large éventail de services juridico-financiers : expertise comptable, fiscalité, audit, fusion-acquisition, et expertise judiciaire. Fidèles à une approche humaine, engagée et qualitative, nous plaçons la relation client, la réactivité et lexcellence au cœur de nos priorités. Nos valeurs fondamentales se traduisent concrètement dans notre manière de travailler et dévoluer. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Développeur Informatique Senior - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/247354,"LIBRA TAX & ACCOUNTANCY Profil de lentreprise Entreprise : LIBRA TAX & ACCOUNTANCY Ville : Ans Pays : Belgique Secteur dactivité : Banque, assurance, finances - Conseil, audit, comptabilité - Services autres Site Internet : https://libra.be/ Description de l'entreprise LIBRA est un cabinet dexpertise comptable et fiscale de renom, réunissant une cinquantaine de professionnels passionnés et présents en Belgique ainsi quau Grand-Duché de Luxembourg. Notre mission principale est doffrir aux entreprises un accompagnement personnalisé, couvrant un large éventail de services juridico-financiers : expertise comptable, fiscalité, audit, fusion-acquisition, et expertise judiciaire. Fidèles à une approche humaine, engagée et qualitative, nous plaçons la relation client, la réactivité et lexcellence au cœur de nos priorités. Nos valeurs fondamentales se traduisent concrètement dans notre manière de travailler et dévoluer. Nos offres d'emploi",,,,,,,,,IT & Software,ok
EmploiTunisie,Customer Success Specialist  Italien (B2/C1) - Tunis,None,None,None,https://www.emploitunisie.com/recruteur/385655,"SATURNINO GRROUP Profil de lentreprise Entreprise : SATURNINO GRROUP Ville : Tunis Pays : Tunisie Secteur dactivité : Informatique, SSII, Internet - Ingénierie, études développement - Marketing, communication, médias - Recherche et développement Site Internet : non disponible Description de l'entreprise Saturnino Group, leader italien dans les domaines de la sécurité, du renseignement et des technologies avancées. Nos offres d'emploi",,,communication,italian,,,,Senior,IT & Software,ok
EmploiTunisie,Chargé Ressources Humaines - El Menzah,None,None,None,https://www.emploitunisie.com/recruteur/385854,"GO ! SUSHI Profil de lentreprise Entreprise : GO ! SUSHI Ville : El Menzah Pays : Tunisie Secteur dactivité : Administration publique - Hôtellerie, restauration Site Internet : https://gosushi.tn/ Description de l'entreprise Chez Go ! Sushi, nous mettons tout en œuvre pour vous offrir la meilleure expérience de dégustation, car nous pensons que les moments agréables s'accompagnent de mets gouteux. Nous vous proposons des recettes innovantes et des services de livraison qui s'approchent au mieux de vos exigences pour apporter un plus à vos moments. Nos offres d'emploi",,exigences pour apporter un plus à vos moments. Nos offres d'emploi,,,,,,,IT & Software,ok
EmploiTunisie,Vendeuse - Sfax,None,None,None,https://www.emploitunisie.com/recruteur/231237,"PÂTISSERIE MASMOUDI Profil de lentreprise Entreprise : PÂTISSERIE MASMOUDI Ville : Sfax Pays : Tunisie Secteur dactivité : Agroalimentaire - Distribution, vente, commerce de gros - Hôtellerie, restauration - Industrie, production, fabrication, autres - Services autres Site Internet : non disponible Description de l'entreprise Pâtisserie Masmoudi est une société tunisienne leader dans le domaine de pâtisserie ; fondée en 1972 à Sfax Nos offres d'emploi",,,,,,,,Senior,IT & Software,ok
